13,ICWS2,Automatically Determining Compatibility Evolving Services.,"Results experimental results comparison provided insights effectiveness efficiency automated AOP testing respective strengths weaknesses Results showed EAT effective automated AOP testing approaches significant approaches EAT found significantly better Wrasp 95% confidence level (ie p < 005), significantly better Aspectra Raspect Concerning test effort efficiency, Wrasp significantly ( p < 005) efficient requiring lowest amount test effort compared approaches Whereas, EAT showed efficient recording highest amount test effort Conclusion implies EAT currently effective automated AOP testing approach perhaps less efficient generally, search-based testing (as underlying strategy EAT approach) might achieve better effectiveness cost greater test effort compared ra."
14,ICWS3,Message Application Services Industry Track Chair.,"Professor John V Breakwell (1917–1991) Astrodynamics Committee International Astronautical Federation invited deliver John V Breakwell Memorial Lecture, two thoughts crossed mind: course, felt exceptionally honoured associated manner venerable personality profound sense inadequacy part, even stand shadow hand, occasion remember Professor Breakwell purifying, elevating moment Himalayan personality dwelled nobility, grace humility treated others equals, although towered rest; raised academic civility highest challenged boundaries unknown intellect crowned wisdom chance, casual, pithy remarks made carried insight could come effortless working harmonious mind peace left countless trails refreshing innovations others followed su."
15,ICWS4,A Web Service QoS Forecasting Approach Based Multivariate Time Series.,"With wide use service-oriented architecture (SOA) academia industry, method recommending services based Quality-of-Service (QoS) become increasingly important obtain QoS attributes Web services, many QoS prediction methods proposed However, existing methods rarely consider QoS variance caused location information mutual influence QoS attributes time tackle problem, study proposes novel approach called Mul-TSFL (Multivariate Time Series Forecast based Location), combines collaborative filtering method time series model achieve accurate QoS prediction results experiments based real-world QoS data set WS-Dream conducted verify effectiveness proposed method Experimental results show method outperforms related arts."
16,ICWS5,Compose Real Web Services Context.,"Web service composition integrate existing web services provide compound service satisfies specified requirement However, traditional web service compositions fail provide different compound services various scenarios paper, propose approach compose services context context ontology defined describe scenario user abstract service description defined describe current three kinds services including WSDL/Restful/Web API goal correlate context service composition improve quality compound service real services."
17,ICWS6,A Hierarchical Categorization Approach System Operation Services.,"Study Design Setting prospective cohort study community-dwelling older adults ( n = 3,496) attending large primary care practice Results predicting health care charges, number medications highest predictive validity ( R 2 = 136%) adjusting demographics ACGs ( R 2 = 164%) number medications (150%) highest predictive validity predicting ambulatory visits ACGs Charlson comorbidity index (area receiver operator characteristic [ROC] curve = 0695–0767) performed better medication-based measures (area ROC curve = 0662–0679) predicting mortality relatively little difference, however, predictive validity across scales Conclusion outpatient setting, simple count medications may efficient comorbidity measure predicting utilization health-care charges ensuing year contrast, diagnosis-based measures greater predictive validity for."
18,ICWS7,Web Services Multi-Channel Integration: Proposed Framework.,"Dissolved organic carbon (DOC) concentrations south-western Nova Scotia streams, sampled weekly biweekly intervals, varied across streams 3 40 mg L −1 , highest mid-summer fall, lowest winter spring 3-parameter model (DOC-3) proposed project daily stream DOC concentrations fluxes modelled estimates daily soil temperature moisture, year-round, relation basin size wetness parameters model refer (i) basin-specific DOC release parameter “ k DOC ” , related wet- open-water area percentages per basin, (ii) lag time “ τ ” DOC production subsequent stream DOC emergence, related catchment area stream sampling location; (iii) activation energy “Ea”, deal temperature effect DOC production model calibrated 1988–2006 DOC concentration data three streams (Pine Marten, Moosepit Brook, Mersey River samp."
19,ICWS8,Towards Capability Model Web Service Composition.,"Most approaches Web service compositions focus technical level specify \how-to\ achieve composition instead providing casual users means express \what-to\ achieve business objectives new mindset requires extending Web services concept capability, describes service reduce gap Web services business processes paper, propose three-layer Web service capability model capture objectives, specify actions achieve objectives, establish links capabilities Based model, capability matching process discover Web services high level requirements expressed Semantics Business Vocabulary Business Rules (SBVR), also derives constraints Web services."
20,ICWS9,Towards Multimodal Query Web Service Search.,"Web service search serious concern service-oriented software development challenge find right Web services efficiently effectively given development task many efforts developing techniques systems search services Though effective certain scenarios, existing techniques form systems public use; based one query modal--keyword query, cannot give matched services accurately paper, introduce proposed multimodal query search, users use keyword file query custom query multimodal query based innovative similarity measure approach, incorporates semantic information structural information Web services experiments test cases validate effectiveness approach Compared alternative system Seekda, able obtain much higher search accuracy keyword query (with match rate 2-4 times higher th."
21,ICWS0,Spatio-temporal Composition Sensor Cloud Services.,"We present new two-level composition model crowdsourced Sensor-Cloud services based dynamic features spatio-temporal aspects proposed approach defined based formal Sensor-Cloud service model abstracts functionality non-functional aspects sensor data cloud terms spatio-temporal features spatio-temporal indexing technique based 3D ."
22,ICWS1,Mashup Service Recommendation Based User Interest Social Network.,"With rapid development Web20 related technologies, Mashup services (ie, Web applications created combining two Web APIs) becoming hot research topic explosion Mashup services, especially functionally similar equivalent services, however, make services discovery difficult ever paper, present approach recommend Mashup services users based user interest social network services approach firstly extracts users' interests Mashup service usage history builds social network based social relationships information among Mashup services, Web APIs tags approach leverages target user's interest social network perform Mashup service recommendation Large-scale experiments based real-world Mashup service dataset show proposed approach effectively recommend Mashup services users excellent performance Moreover, Mashup service recomm."
23,ICWS2,Aspect-Oriented Web Services Distributed Resource Monitoring Utility Computing.,"Highlights ► Meta-analysis 25 years research motivation training transfer ► Based expectancy theory, goal orientation theory, social cognitive theory ► N = 31,718; k = 197; effect sizes = 376 ► Population correlation estimates ranged −011 052 ► Estimates moderated knowledge type, instruction, transfer assessment Abstract meta-analysis (148 studies, k = 197, N = 31,718) examined relationship motivation transfer professional training purpose, motivation conceptualized following nine dimensions: motivation learn, motivation transfer, pre- post-training self-efficacy, mastery orientation, performance orientation, avoidance orientation, expectancy, instrumentality Population correlation estimates ranged −011 052 Three moderator effects estimated First, correlations higher training focused declarative self-regulatory, rather procedural, knowledge Sec."
24,ICWS3,Service Recommendation Using Customer Similarity Service Usage Pattern.,"Highlights ► studied cell phone feature preferences among males Finland ► Features high battery life/talk time perceived important respondents ► respondents conceptualized 6 factors among cell phone feature preferences ► Business functionality, support functions, aesthetics + design factors correlated wit customer satisfaction ► Business functionality correlated repurchase intent ► Customer satisfaction (CS) repurchase intent (RI) relationship match prior research CS 4, CS 4 reaching plateau level RI 45 Abstract Despite fact plethora research regarding mobile phone feature preferences, appears lack research regarding relationship feature preferences relationship customer satisfaction repurchase intent Therefore objective research investigate mobile phone feature preferences among male respondents."
25,ECOWS4,Conference Organization.,"The process humoral rejection multifaceted different manifestations various types organ transplants process emerging leading cause graft loss, conference held April 2003 comprehensively address issues regarding humoral rejection Though humoral rejection may result different factors, discussion focused paradigm caused antibodies, typically donor HLA antigens, leading term 'antibody-mediated rejection' (AMR) Conference deliberations separated four workgroups: Profiling Workgroup evaluated strengths limitations different methods detecting HLA reactive antibody, created risk assessment guidelines AMR; Diagnosis Workgroup reviewed clinical, pathologic, serologic criteria assessing AMR renal, heart lung transplant recipients; Treatment Workgroup discussed advantages, limitations possible mechanisms action desensitization protocols ma."
26,ICWS5,Automated Holistic Service Composition: Modeling Composition Reasoning Techniques.,"Highlights ► Ecological potential increased bivalve aquaculture estuarine bay ► Ecological carrying capacity equals 297 km −2 Narragansett Bay, RI, USA ► Detritus important energy source bivalves ► Ecological carrying capacity models support Ecological Approach Aquaculture Abstract Increasing growth aquaculture industry demands ecosystem-based techniques management growth ecologically sustainable promote equity among users ecosystems occurs Models carrying capacity used responsibly limit growth aquaculture increasingly crowded coastal areas Narragansett Bay, Rhode Island, USA one crowded coastal region experiencing rapid increase bivalve aquaculture ecosystem mass-balance model used calculate ecological carrying capacity bivalve aquaculture Cultured oyster biomass currently 047 km −2 could increased 625 times without exceeding ecolog."
27,ICWS6,An Event Driven Model Context-Aware Service.,"Model context evolution means graph approachDesign Context Evolution System (CES) manage context evolution consequently tailoring data servicesImprove user experience means kind systemOur apporach suitable within Cultural Heritage domain Nowadays intelligent pervasive environments characterized great number devices sensors develop continuously capture enormous amounts data Designing context-aware system able provide tailored services users according behaviors, preferences needs still research challenge environments, although context complex, dynamic full data captured produced, users aspire automatically receive contextualized services Cultural Heritage domain represents domain exchanged produced data opportunely exploited set applications services order transform static space sma."
28,ICWS7,Web Services Context MDA.,"In paper, present first part proposition mapping specification generation transformation definition context Model Driven Architecture (MDA) second part, present application proposition Web Services platform propose metamodel mapping specification implementation plug-in Eclipse mappings specified two metamodels (eg UML WSDL), transformation definitions generated automatically using transformation languages Atlas Transformation Language (ATL) applied tool edit mappings UML Web Services Then, used mapping generate ATL code achieve transformations UML Web Services."
29,ICWS8,Service Composition Generative Constraint Satisfaction.,"In next decades, expected web services proliferate, many web services offer services, clients demand value added informative services rather offered single, isolated web services result, problem synthesizing web services high quality raised prominent issue clients face trouble choosing creating composition plans, among numerous possible plans, satisfy quality-of-service (QoS) requirements Typical QoS properties associated web service execution cost time, availability, successful execution rate, reputation, usage frequency engineering perspective, generating composition plan fulfills client's QoS requirement time-consuming optimization problem resolve problem timely manner, propose constraint satisfaction based web service composition algorithm combines tabu search simulated annealing me."
30,ICWS9,A Quality- Cost-based Selection Model Multimedia Service Composition Mobile Environments.,"Highlights ► studied cell phone feature preferences among males Finland ► Features high battery life/talk time perceived important respondents ► respondents conceptualized 6 factors among cell phone feature preferences ► Business functionality, support functions, aesthetics + design factors correlated wit customer satisfaction ► Business functionality correlated repurchase intent ► Customer satisfaction (CS) repurchase intent (RI) relationship match prior research CS 4, CS 4 reaching plateau level RI 45 Abstract Despite fact plethora research regarding mobile phone feature preferences, appears lack research regarding relationship feature preferences relationship customer satisfaction repurchase intent Therefore objective research investigate mobile phone feature preferences among male respondents."
31,ICWS0,Transactional Coordination Dynamic Processes Service-Oriented Environments.,"We propose Web service oriented process-centric framework supporting collaborative engineering services proposed approach utilizes BPEL-based (Business Process Execution Language) process templates coordination broker-based conversation support, support long-running engineering transactions, engineering service orchestration choreography, conversation process, context-awareness process template plays important role federation published engineering services managed executed process orchestration choreography broker, works service dispatching aggregation agent capable federating processes, tools, operations, knowledge bases dynamic collaborative product development environment paper also discusses support collaboration running process using conversation policy Further, paper discusses utilize engineering contexts support querying ."
32,ICWS1,Towards Standardized Web Services Privacy Technologies.,"A Web service defined autonomous unit ofapplication logic provides either businessfunctionality information applications throughan Internet connection Web services based set ofXML standards Universal Description, Discoveryand Integration (UDDI), Web Services DescriptionLanguage (WSDL), Simple Object Access Protocol(SOAP) Recently increasing demands anddiscussions Web services privacy technologies inthe industry research community general, privacypolicies describe organization's data practices whatinformation collect individuals (eg, consumers)and (eg, purposes) enableprivacy protection Web service consumers acrossmultiple domains services, World Wide WebConsortium (W3C) published document called \WebServices Architecture (WSA) Requirements\ definessome specific privacy requirements Web services afuture research topic moment, still n."
33,ICWS2,Has WS-I's Work Resulted Ws-* Interoperability?,"The service-oriented paradigm promises novel degree interoperability business processes, leading major shift way distributed applications designed realized novel powerful services obtained, setting, suitably orchestrating existing ones, manually developing orchestrations highly demanding, time-consuming error-prone Providing automated service composition tools therefore essential reduce time market services, ultimately successfully enact service-oriented approach paper, show tools realized based adoption extension powerful AI planning techniques, taking ''planning via model-checking'' approach stepping stone respect, paper summarizes substantially extends research line started early decade continued till Specifically, work provides three key contributions First, describe nove."
34,ICWS3,Identifying Security Aspects Web-Based Federations.,"Purpose Hippocratic Oath World Medical Association's Declaration Geneva, physicians sworn protect patients’ privacy However, systems move integrated architectures, protecting medical data becomes challenge increase complexity environments, aggregation data, desire entities access data, often 24 h/day × 7 day/week × 365 day/year, putting serious strains ability maintain security problem cuts across electronic record sources patient care records academic medical research records Approach order address issue, rethinking way store, transmit, process, access, federate patient data clinical research applications groups University Michigan developing system called “Honest Broker” help manage problem Honest Broker offload burden housing identifiable data elements protected he."
35,ICWS4,Efficient Access Composite M-services.,"M-services provide mobile users wireless access Web services paper, present novel infrastructure supporting M-services wireless broadcast systems proposed infrastructure provides generic framework mobile users look up, access, execute Web services wireless broadcast channels Access efficiency important issue wireless broadcast systems discuss different semantics impact access efficiency composite M-services multiprocess workflow proposed effectively accessing composite M-services multiple broadcast channels based semantics also present compare different broadcast channel organizations M-services wireless data Analytical models provided channel organizations Practical studies presented demonstrate impact different semantics channel organizations access efficiency."
36,ICWS5,Ontology Alignment Combining Lexical Analysis Consequences Reasoners.,"Aligning different ontologies similar (or same) domains active field current research various solutions process analyze lexical, structural semantic information align ontologies However, solutions focus interpreting concepts entities presented using relation semantics implied ontology paper, prototype (OACLAI) presented tackle combining lexical analysis consequences reasoners reflect semantics implied ontology evaluate OACLAI four real ontologies compare seven solutions experiments show accuracy OACLAI higher others average."
37,ICWS6,On Expandability Fidelity Distributed Line Graphs.,"The design maintenance mechanisms ofdistributed hash tables (DHTs) usually specific totheir initial graphs, thus complicated anderror-prone Zhang Liu propose [4] distributedline  (DLG) mechanism, universaltechnique designing DHTs based arbitraryregular graphs preserving main features ofthe initial graphs However, two important propertiesof DLG, expandability fidelity, notbeen studied detailed explanations analysisIn paper, study two properties ofDLG transformations, prove (i) DLGtransformations incrementally expandable, and(ii) DLG transformations Gi Gi+1 keepfidelity."
38,ICWS7,A New QoS Prediction Approach Based User Clustering Regression Algorithms.,"QoS become important measure web service selection paper, present approach provide approximate QoS value users, support finding optimal web service Firstly, clusters users based location network condition, according QoS historical statistics users cluster, uses linear regression algorithm predict QoS value based invocation time workload."
39,ICWS8,A Meta-model Non-functional Property Descriptions Web Services.,"Highlights ► Meta-analysis 25 years research motivation training transfer ► Based expectancy theory, goal orientation theory, social cognitive theory ► N = 31,718; k = 197; effect sizes = 376 ► Population correlation estimates ranged −011 052 ► Estimates moderated knowledge type, instruction, transfer assessment Abstract meta-analysis (148 studies, k = 197, N = 31,718) examined relationship motivation transfer professional training purpose, motivation conceptualized following nine dimensions: motivation learn, motivation transfer, pre- post-training self-efficacy, mastery orientation, performance orientation, avoidance orientation, expectancy, instrumentality Population correlation estimates ranged −011 052 Three moderator effects estimated First, correlations higher training focused declarative self-regulatory, rather procedural, knowledge Sec."
40,ICWS9,Providing Privacy Web Services Anonymous Group Identification.,"Results important factor predicting success included survey items measuring strength organizational leadership fostering culture quality improvement (QI Leadership): (1) presence supportive hospital executive; (2) extent hospital values data; (3) presence leaders’ vision collaborative advances hospital's strategic goals; (4) hospital use collaborative data track quality outcomes; (5) staff recognition strong mandate collaborative participation ( α = 084, correlation Success 068 [ P < 00001]) Conclusion data emphasize importance hospital QI Leadership collaboratives aim share data QI safety purposes metrics prove useful planning development complex form inter-organizational collaboration Keywords Health information exchange Leadership Organizational capacities Quality improvement Safety culture 1 Introduction promise hea."
41,ICWS0,Using User Interface Design Enhance Service Identification.,"Protein-protein interactions (PPIs) critical every aspect biological processes Expansion PPIs set given queries often results complex PPI network lacking spatiotemporal consideration Moreover, reliability available PPI resources, consist low- high-throughput data, network construction remains significant challenge Even though number software tools available facilitate PPI network analysis, integrated tool crucial alleviate burden querying across multiple web servers software toolsWe constructed integrated web service, POINeT, simplify process PPI searching, analysis, visualization POINeT merges PPI tissue-specific expression data multiple resources tissue-specific PPIs numbers research papers supporting PPIs filtered user-adjustable threshold values dynamically updated viewer network constructed POINeT read."
42,ICWS1,Web Service Management Using System Dynamics.,"The soil environment likely complex biological community Soil organisms extremely diverse contribute wide range ecosystem services essential sustainable function natural managed ecosystems soil organism community direct indirect impacts land productivity Direct impacts specific organisms affect crop yield immediately Indirect effects include provided soil organisms participating carbon nutrient cycles, soil structure modification food web interactions generate ecosystem services ultimately affect productivity Recognizing great biological functional diversity soil complexity ecological interactions becomes necessary focus paper soil biota strong linkage functions underpin ‘soil based’ ecosystem services Selected organisms different functional groups (ie microsymbionts, decomposers, elemental transformer."
43,ICWS2,Towards Adaptation Service Interface Semantics.,"Interoperability promised Web service makes promising technology development next generation distributed heterogeneous software systems Services compliant signature, behavioral semantic level make interoperation successful correct Service adaptation provides effective approach bridge incompatibility services make interoperate well possible paper, aim contribute definition methodology develop adaptors capable making two incompatible services interoperate successfully also correctly semantic level achieve goal, proposed service specifications atomic composite services semantic dependency outputs inputs specified; proposed adaptor specification consisting three parts, message mapping, action mapping treatment non-mapping messages Based service adaptor specifications, incremen."
44,ICWS3,Context-Aware Filtering Visualization Web Service Clusters.,"Results cohort 16,504 patient EMRs, 192 patients found classified hypertension diabetes active ACE-inhibitor and/or ARB management these, 107 (56%) patients ACE-inhibitor/ARB MPR less 80% together lapse ACE-inhibitors/ARBs greater 30 days find non-adherent patients (ie MPR <80% lapse >30 days) three times likely poor BP adherent patients (odds ratio = 3055; p = 0012) Conclusions developed generic computational framework used formulate query criteria around issues adherence long-term medication based practice EMRs Within context example used, observed adherence levels indicate substantial proportion patients classified hypertension diabetes poor adherence, associated poorer rates blood pressure control, detected analysis electronic prescribing work required to."
45,ICWS4,Modeling, Quantifying, Testing Complex Aggregate Service Chains.,"Research highlights ► Sugar beet pectin-based microcapsules showed low oxidative protection ► Lipid oxidation independent oil composition microcapsules stored 25 °C ► Lipophilic antioxidants necessarily translate improved oil stability ► Surface active lipid components droplet charge contributed oxidative stability ► Olive oil-fish oil blends superior oxidative stability (80 °C, 05 bar O 2 ) Abstract Spray-dried microcapsules prepared 25% 50% w/w oil load sugar beet pectin-stabilised emulsions (pH 3) containing fish oil, blend fish oil extra virgin olive oil (1:1 w/w) Microencapsulation efficiencies high (≥90%) However, deterioration microcapsule wall integrity increase oil droplet size observed storage (25 °C, 0–3 months) Lipid oxidation increased increased oil load ( P < 005) storage duration ( P < 005), independent oil composition ( P > 005) results."
46,ICWS5,An Event-Based Functionality Integration Framework.,"By fuzzy random programming, mean optimization theory dealing fuzzy random decision problems paper presents new concept chance fuzzy random events, constructs general framework fuzzy random chance-constrained programming also design spectrum fuzzy random simulations computing uncertain functions arising area fuzzy random programming speed process handling uncertain functions, train neural network approximate uncertain functions based training data generated fuzzy random simulation Finally, integrate fuzzy random simulation, neural network, genetic algorithm produce powerful effective hybrid intelligent algorithm solving fuzzy random programming models illustrate effectiveness numerical examples."
47,ICWS6,Capacity Management Demand Prediction Next Generation Data Centers.,"The thermal management traction battery systems electrical-drive vehicles directly affects vehicle dynamic performance, long-term durability cost battery systems paper, new battery thermal management method using reciprocating air flow cylindrical Li-ion (LiMn 2 O 4 /C) cells numerically analyzed using (i) two-dimensional computational fluid dynamics (CFD) model (ii) lumped-capacitance thermal model battery cells flow network model battery heat generation approximated uniform volumetric joule reversible (entropic) losses results CFD model validated experimental results in-line tube-bank systems approximates battery cell arrangement considered study numerical results showed reciprocating flow reduce cell temperature difference battery system 4 °C (72% reduction) maximum cell temperature 15 °C reciprocation period ."
48,ICWS7,Make Consumable Services via REST.,"Recently, Thailand started initiating Thailand open government data project continuously triggers increment number open datasets Open data valuable data reused, shared integrated Converting existing datasets RDF format increase values datasets paper, present architecture processes RDF dataset management Datagoth based OAM Framework supports entire processes: RDF data publishing, data querying approach different LOD platforms users require knowledge RDF SPARQL platform would facilitate data publishing querying process novice users make easier use framework provides common ontology-based search interface RESTFul APIs constructed automatically datasets published provided services datasets, simplify user's tasks publishing datasets create app."
49,ICWS8,Main Business Service Dimensions E-commerce Environment.,"Proposing fuzzy hierarchical TOPSIS based E-S-QUAL evaluating e-commerceUtilizing fuzzy hierarchical TOPSIS reflect hierarchical structureApplying E-S-QUAL assessing e-commerce website service quality effectivelyConducting case study understand better way evaluation processConducting validation test MCDM verify robustness method wake rapid emergence e-commerce, evaluation great theoretical practical importance Among various types e-commerce, business-to-consumer (B2C) e-commerce become key, especially influential, retailing channel ascendancy raises core issues respect customer satisfied by, therefore inclined trust, e-commerce websites B2C e-commerce website evaluation, therefore, important related issue First, number studies studied B2C e-commerce website evaluation using various multiple-criteria-decision-making (MCDM) ."
50,ICWS9,A Learning Approach QoS Prediction via Multi-Dimensional Context.,"Mobile edge computing autonomous driving needs manage heterogeneous resources process large amounts data multi-purpose payload needs deploying, scheduling migrating tasks edge nodes ensure reliability tasks maximize utilization resources However, applying autonomous learning methods autonomous driving exceptionally difficult, due complexity multi-dimensional context sensitivity hyperparameters paper, propose learning approach quality-of-service (QoS) prediction services via multi-dimensional context, develop stable approach service deployment requires minimal hyperparameter tuning modest number trials learn multilayer neural network policies approach automatically trades exploration exploitation automatically tuning hyperparameter based maximum entropy reinforcement learning demonstrate approach achieves state-of-."
51,ICWS0,A Case Memory Frequency Sensitivity.,"Service optimization energy conservation requires thorough understanding performance impact different hardware configurations paper focus configuration memory investigate impact memory dynamic voltage frequency scaling (DVFS) performance services/applications propose quantitative metric called frequency sensitivity (FS) study memory FS various benchmarks experiments yield several insights memory DVFS based performance tuning."
52,ICWS1,Data-Flow Requirements Dynamic Service Composition.,"Service creation extensible routers requires concise specification component-based network services deployed extended node run-time specification method needs cover data-flow oriented nature network services service-internal control relations Hence, needs provide concept functional service composition hides complexity distributed, dynamically code-extensible systemWe propose PromethOS NP service model Service Programming Language answer challenge provide concepts methods specify network service graph service chains service components, service-internal control relations paper, present concepts service model, syntax semantics Service Programming Language, demonstrate applicability exemplary service specification."
