11,ICWS0,Task Delegation in Active Web Intermediary Network.,"In this paper, we formalize the concept of a delegation network for web intermediaries and present formal semantics for the responsibility of these actors Key properties of the network are proven and method to judge an actor's responsibility is given This work is important because it determines the accuracy of task execution and the feasibility of content reuse in the network."
12,ICWS1,Privacy Policy Compliance for Web Services.,"This article addresses the security of Semantic Web Services that are declaratively described in OWL-S The authors propose ontologies to annotate OWL-S input and output parameters with respect to their security characteristics, including encryption and digital signatures They incorporate privacy and authentication policies into OWL-S descriptions and requester profiles The authors have designed and implemented algorithms to check policy compliance and integrated them in the OWL-S Matchmakerýs service selection process They also discuss extending the OWL-S VM with features for encrypting and signing messages exchanged between a service requester and provider."
13,ICWS2,Automatically Determining Compatibility of Evolving Services.,"Results The experimental results and comparison provided insights into the effectiveness and efficiency of automated AOP testing with their respective strengths and weaknesses Results showed that EAT is more effective than the other automated AOP testing approaches but not significant for all approaches EAT was found to be significantly better than Wrasp at 95% confidence level (ie p < 005), but not significantly better than Aspectra or Raspect Concerning the test effort efficiency, Wrasp was significantly ( p < 005) efficient with requiring the lowest amount of test effort compared to the other approaches Whereas, EAT showed to be not very efficient by recording the highest amount of test effort Conclusion This implies that EAT can currently be the most effective automated AOP testing approach but perhaps less efficient More generally, search-based testing (as underlying strategy of EAT approach) might achieve better effectiveness but at the cost of greater test effort compared to ra."
14,ICWS3,Message from the Application Services and Industry Track Chair.,"Professor John V Breakwell (1917–1991) When the Astrodynamics Committee of the International Astronautical Federation invited me to deliver the John V Breakwell Memorial Lecture, two thoughts crossed the mind: Of course, I felt exceptionally honoured to be associated in this manner with that venerable personality But there was a profound sense of inadequacy on my part, even to stand in his shadow On the other hand, any occasion to remember Professor Breakwell is a purifying, elevating moment Here was a Himalayan personality that dwelled with nobility, grace and humility He treated others as equals, although he towered above the rest; and raised academic civility to the highest He challenged the boundaries of the unknown His intellect was crowned with wisdom The chance, casual, pithy remarks he made carried insight that could only come about through the effortless working of a harmonious mind at peace He left countless trails of refreshing innovations which others have followed with su."
15,ICWS4,A Web Service QoS Forecasting Approach Based on Multivariate Time Series.,"With the wide use of service-oriented architecture (SOA) in academia and industry, the method of recommending services based on the Quality-of-Service (QoS) has become increasingly important To obtain the QoS attributes of Web services, many QoS prediction methods have been proposed However, existing methods rarely consider the QoS variance caused by the location information and the mutual influence between QoS attributes at the same time To tackle this problem, this study proposes a novel approach called Mul-TSFL (Multivariate Time Series Forecast based on Location), which combines both collaborative filtering method and time series model to achieve more accurate QoS prediction results The experiments based on the real-world QoS data set WS-Dream have been conducted to verify the effectiveness of the proposed method Experimental results show that our method outperforms the related arts."
16,ICWS5,Compose Real Web Services with Context.,"Web service composition is to integrate existing web services to provide a compound service which satisfies specified requirement However, traditional web service compositions fail to provide different compound services under various scenarios In this paper, we propose an approach to compose services with context A context ontology is defined to describe the scenario for user An abstract service description is defined to describe current three kinds of services including WSDL/Restful/Web API The goal is to correlate context and service composition to improve the quality of the compound service from real services."
17,ICWS6,A Hierarchical Categorization Approach for System Operation Services.,"Study Design and Setting A prospective cohort study of community-dwelling older adults ( n = 3,496) attending a large primary care practice Results For predicting health care charges, the number of medications had the highest predictive validity ( R 2 = 136%) after adjusting for demographics ACGs ( R 2 = 164%) and the number of medications (150%) had the highest predictive validity for predicting ambulatory visits ACGs and the Charlson comorbidity index (area under the receiver operator characteristic [ROC] curve = 0695–0767) performed better than medication-based measures (area under the ROC curve = 0662–0679) for predicting mortality There is relatively little difference, however, in the predictive validity across these scales Conclusion In an outpatient setting, a simple count of medications may be the most efficient comorbidity measure for predicting utilization and health-care charges over the ensuing year In contrast, diagnosis-based measures have greater predictive validity for."
18,ICWS7,Web Services and Multi-Channel Integration: A Proposed Framework.,"Dissolved organic carbon (DOC) concentrations in south-western Nova Scotia streams, sampled at weekly to biweekly intervals, varied across streams from about 3 to 40 mg L −1 , being highest mid-summer to fall, and lowest during winter to spring A 3-parameter model (DOC-3) was proposed to project daily stream DOC concentrations and fluxes from modelled estimates for daily soil temperature and moisture, year-round, and in relation to basin size and wetness The parameters of this model refer to (i) a basin-specific DOC release parameter “ k DOC ” , related to the wet- and open-water area percentages per basin, (ii) the lag time “ τ ” between DOC production and subsequent stream DOC emergence, related to the catchment area above the stream sampling location; and (iii) the activation energy “Ea”, to deal with the temperature effect on DOC production This model was calibrated with the 1988–2006 DOC concentration data from three streams (Pine Marten, Moosepit Brook, and the Mersey River samp."
19,ICWS8,Towards a Capability Model for Web Service Composition.,"Most approaches for Web service compositions focus on the technical level as they specify \how-to\ achieve the composition instead of providing casual users with means to express \what-to\ achieve their business objectives This new mindset requires extending Web services with the concept of capability, which describes what a service can do to reduce the gap between Web services and business processes In this paper, we propose a three-layer Web service capability model to capture objectives, to specify actions that achieve objectives, and establish links between capabilities Based on this model, the capability matching process does not only discover Web services from high level requirements expressed by Semantics of Business Vocabulary and Business Rules (SBVR), but it also derives constraints on Web services."
20,ICWS9,Towards Multimodal Query in Web Service Search.,"Web service search has been a serious concern for service-oriented software development The challenge is how to find the right Web services efficiently and effectively for a given development task There have been many efforts on developing techniques or systems to search services Though effective in certain scenarios, existing techniques do not form systems for public use; or are based on one query modal--keyword query, which cannot give the matched services accurately In this paper, we introduce proposed multimodal query search, where users can use keyword and file as query or custom the query The multimodal query is based on an innovative similarity measure approach, which incorporates both semantic information and structural information of Web services Our experiments and test cases validate the effectiveness of the approach Compared with the alternative system Seekda, it is able to obtain much higher search accuracy with keyword query (with a match rate of 2-4 times higher than th."
21,ICWS0,Spatio-temporal Composition of Sensor Cloud Services.,"We present a new two-level composition model for crowdsourced Sensor-Cloud services based on dynamic features such as spatio-temporal aspects The proposed approach is defined based on a formal Sensor-Cloud service model that abstracts the functionality and non-functional aspects of sensor data on the cloud in terms of spatio-temporal features A spatio-temporal indexing technique based on the 3D ."
22,ICWS1,Mashup Service Recommendation Based on User Interest and Social Network.,"With the rapid development of Web20 and its related technologies, Mashup services (ie, Web applications created by combining two or more Web APIs) are becoming a hot research topic The explosion of Mashup services, especially the functionally similar or equivalent services, however, make services discovery more difficult than ever In this paper, we present an approach to recommend Mashup services to users based on user interest and social network of services This approach firstly extracts users' interests from their Mashup service usage history and builds a social network based on social relationships information among Mashup services, Web APIs and their tags The approach then leverages the target user's interest and the social network to perform Mashup service recommendation Large-scale experiments based on a real-world Mashup service dataset show that our proposed approach can effectively recommend Mashup services to users with excellent performance Moreover, a Mashup service recomm."
23,ICWS2,Aspect-Oriented Web Services for Distributed Resource Monitoring in Utility Computing.,"Highlights ► Meta-analysis of 25 years of research on motivation and training transfer ► Based on expectancy theory, goal orientation theory, and social cognitive theory ► N = 31,718; k = 197; effect sizes = 376 ► Population correlation estimates ranged between −011 and 052 ► Estimates moderated by knowledge type, instruction, and transfer assessment Abstract This meta-analysis (148 studies, k = 197, N = 31,718) examined the relationship between motivation and transfer in professional training For this purpose, motivation was conceptualized in the following nine dimensions: motivation to learn, motivation to transfer, pre- and post-training self-efficacy, mastery orientation, performance orientation, avoidance orientation, expectancy, and instrumentality Population correlation estimates ranged between −011 and 052 Three moderator effects were estimated First, correlations were higher when the training focused on declarative and self-regulatory, rather than on procedural, knowledge Sec."
24,ICWS3,Service Recommendation Using Customer Similarity and Service Usage Pattern.,"Highlights ► We studied cell phone feature preferences among males in Finland ► Features high battery life/talk time was perceived as important by the respondents ► The respondents conceptualized 6 factors among cell phone feature preferences ► Business functionality, support functions, aesthetics + design factors correlated wit customer satisfaction ► Business functionality correlated with repurchase intent ► Customer satisfaction (CS) and repurchase intent (RI) relationship match with prior research when CS was above 4, but not when CS was below 4 reaching a plateau level in RI of about 45 Abstract Despite the fact that there is a plethora of research regarding the mobile phone feature preferences, there appears to be lack of research regarding the relationship between the feature preferences and their relationship between customer satisfaction and repurchase intent Therefore the objective of this research is to investigate the mobile phone feature preferences among male respondents."
25,ECOWS4,Conference Organization.,"The process of humoral rejection is multifaceted and has different manifestations in the various types of organ transplants Because this process is emerging as a leading cause of graft loss, a conference was held in April 2003 to comprehensively address issues regarding humoral rejection Though humoral rejection may result from different factors, discussion focused on a paradigm caused by antibodies, typically against donor HLA antigens, leading to the term 'antibody-mediated rejection' (AMR) Conference deliberations were separated into four workgroups: The Profiling Workgroup evaluated strengths and limitations of different methods for detecting HLA reactive antibody, and created risk assessment guidelines for AMR; The Diagnosis Workgroup reviewed clinical, pathologic, and serologic criteria for assessing AMR in renal, heart and lung transplant recipients; The Treatment Workgroup discussed advantages, limitations and possible mechanisms of action for desensitization protocols that ma."
26,ICWS5,Automated Holistic Service Composition: Modeling and Composition Reasoning Techniques.,"Highlights ► Ecological potential for increased bivalve aquaculture in an estuarine bay ► Ecological carrying capacity equals 297 t km −2 in Narragansett Bay, RI, USA ► Detritus is an important energy source for bivalves ► Ecological carrying capacity models support an Ecological Approach to Aquaculture Abstract Increasing growth in the aquaculture industry demands ecosystem-based techniques for management if that growth is to be ecologically sustainable and promote equity among users of the ecosystems in which it occurs Models of carrying capacity can be used to responsibly limit the growth of aquaculture in increasingly crowded coastal areas Narragansett Bay, Rhode Island, USA is one such crowded coastal region experiencing a rapid increase in bivalve aquaculture An ecosystem mass-balance model was used to calculate the ecological carrying capacity of bivalve aquaculture Cultured oyster biomass is currently at 047 t km −2 and could be increased 625 times without exceeding the ecolog."
27,ICWS6,An Event Driven Model for Context-Aware Service.,"Model the context evolution by means of a graph approachDesign a Context Evolution System (CES) to manage the context evolution and the consequently tailoring of data and servicesImprove user experience by means of this kind of systemOur apporach is suitable within the Cultural Heritage domain Nowadays intelligent and pervasive environments are characterized by a great number of devices and sensors that develop continuously and capture enormous amounts of data Designing a context-aware system able to provide the most tailored services to users according to their behaviors, preferences and needs is still a research challenge In such environments, although the context is very complex, dynamic and full of data captured and produced, users aspire to automatically receive contextualized services The Cultural Heritage domain represents a domain where exchanged and produced data can be opportunely exploited by a set of applications and services in order to transform a static space into a sma."
28,ICWS7,Web Services in the Context of MDA.,"In this paper, we present in the first part our proposition for mapping specification and generation of transformation definition in the context of Model Driven Architecture (MDA) In the second part, we present the application of our proposition to Web Services platform We propose a metamodel for mapping specification and its implementation as a plug-in for Eclipse Once mappings are specified between two metamodels (eg UML and WSDL), transformation definitions are generated automatically using transformation languages such as Atlas Transformation Language (ATL) We have applied this tool to edit mappings between UML and Web Services Then, we have used this mapping to generate ATL code to achieve transformations from UML into Web Services."
29,ICWS8,Service Composition as Generative Constraint Satisfaction.,"In the next few decades, it is expected that web services will proliferate, many web services will offer the same services, and the clients will demand more value added and informative services rather than those offered by single, isolated web services As the result, the problem of synthesizing web services of high quality will be raised as a prominent issue The clients will face the trouble of choosing or creating composition plans, among numerous possible plans, that satisfy their quality-of-service (QoS) requirements Typical QoS properties associated with a web service are the execution cost and time, availability, successful execution rate, reputation, and usage frequency In engineering perspective, generating the composition plan that fulfills a client's QoS requirement is a time-consuming optimization problem To resolve the problem in a timely manner, we propose a constraint satisfaction based web service composition algorithm that combines tabu search and simulated annealing me."
30,ICWS9,A Quality- and Cost-based Selection Model for Multimedia Service Composition in Mobile Environments.,"Highlights ► We studied cell phone feature preferences among males in Finland ► Features high battery life/talk time was perceived as important by the respondents ► The respondents conceptualized 6 factors among cell phone feature preferences ► Business functionality, support functions, aesthetics + design factors correlated wit customer satisfaction ► Business functionality correlated with repurchase intent ► Customer satisfaction (CS) and repurchase intent (RI) relationship match with prior research when CS was above 4, but not when CS was below 4 reaching a plateau level in RI of about 45 Abstract Despite the fact that there is a plethora of research regarding the mobile phone feature preferences, there appears to be lack of research regarding the relationship between the feature preferences and their relationship between customer satisfaction and repurchase intent Therefore the objective of this research is to investigate the mobile phone feature preferences among male respondents."
31,ICWS0,Transactional Coordination of Dynamic Processes in Service-Oriented Environments.,"We propose a Web service oriented and process-centric framework for supporting collaborative engineering services The proposed approach utilizes BPEL-based (Business Process Execution Language) process templates and coordination broker-based conversation support, which can support long-running engineering transactions, engineering service orchestration and choreography, conversation over the process, and context-awareness The process template plays an important role as a federation of published engineering services It is managed and executed by a process orchestration and choreography broker, which works as a service dispatching and aggregation agent It is capable of federating processes, tools, operations, and knowledge bases into a dynamic and collaborative product development environment The paper also discusses how to support collaboration over the running process using conversation policy Further, the paper discusses how to utilize engineering contexts in support of querying and ."
32,ICWS1,Towards Standardized Web Services Privacy Technologies.,"A Web service is defined as an autonomous unit ofapplication logic that provides either some businessfunctionality or information to other applications throughan Internet connection Web services are based on a set ofXML standards such as Universal Description, Discoveryand Integration (UDDI), Web Services DescriptionLanguage (WSDL), and Simple Object Access Protocol(SOAP) Recently there are increasing demands anddiscussions about Web services privacy technologies inthe industry and research community In general, privacypolicies describe an organization's data practices whatinformation they collect from individuals (eg, consumers)and what (eg, purposes) they do with it To enableprivacy protection for Web service consumers acrossmultiple domains and services, the World Wide WebConsortium (W3C) published a document called \WebServices Architecture (WSA) Requirements\ that definessome specific privacy requirements for Web services as afuture research topic At this moment, there is still n."
33,ICWS2,Has WS-I's Work Resulted in Ws-* Interoperability?,"The service-oriented paradigm promises a novel degree of interoperability between business processes, and is leading to a major shift in way distributed applications are designed and realized While novel and more powerful services can be obtained, in such setting, by suitably orchestrating existing ones, manually developing such orchestrations is highly demanding, time-consuming and error-prone Providing automated service composition tools is therefore essential to reduce the time to market of services, and ultimately to successfully enact the service-oriented approach In this paper, we show that such tools can be realized based on the adoption and extension of powerful AI planning techniques, taking the ''planning via model-checking'' approach as a stepping stone In this respect, this paper summarizes and substantially extends a research line that started early in this decade and has continued till now Specifically, this work provides three key contributions First, we describe a nove."
34,ICWS3,Identifying Security Aspects in Web-Based Federations.,"Purpose From the Hippocratic Oath to the World Medical Association's Declaration of Geneva, physicians have sworn to protect patients’ privacy However, as systems move to more integrated architectures, protecting this medical data becomes more of a challenge The increase in complexity of IT environments, the aggregation of data, and the desire of other entities to access this data, often 24 h/day × 7 day/week × 365 day/year, is putting serious strains on our ability to maintain its security This problem cuts across all electronic record sources from patient care records to academic medical research records Approach In order to address this issue, we are rethinking the way we store, transmit, process, access, and federate patient data from clinical and research applications Our groups at the University of Michigan are developing a system called the “Honest Broker” to help manage this problem The Honest Broker will offload the burden of housing identifiable data elements of protected he."
35,ICWS4,Efficient Access to Composite M-services.,"M-services provide mobile users wireless access to Web services In this paper, we present a novel infrastructure for supporting M-services in wireless broadcast systems The proposed infrastructure provides a generic framework for mobile users to look up, access, and execute Web services over wireless broadcast channels Access efficiency is an important issue in wireless broadcast systems We discuss different semantics that have impact on the access efficiency for composite M-services A multiprocess workflow is proposed for effectively accessing composite M-services from multiple broadcast channels based on these semantics We also present and compare different broadcast channel organizations for M-services and wireless data Analytical models are provided for these channel organizations Practical studies are presented to demonstrate the impact of different semantics and channel organizations on the access efficiency."
36,ICWS5,Ontology Alignment by Combining Lexical Analysis with Consequences from Reasoners.,"Aligning different ontologies from similar (or same) domains is an active field of current research There are various solutions which process and analyze lexical, structural or semantic information to align ontologies However, there are few solutions that focus on interpreting the concepts that entities are presented with and using them in relation to the semantics implied in an ontology In this paper, the prototype (OACLAI) is presented to tackle this by combining lexical analysis with consequences from reasoners which reflect the semantics implied in an ontology We evaluate OACLAI over the four real ontologies and compare it against the seven solutions The experiments show that the accuracy of OACLAI is higher than those of others on average."
37,ICWS6,On the Expandability and Fidelity of Distributed Line Graphs.,"The design of maintenance mechanisms ofdistributed hash tables (DHTs) is usually specific totheir initial graphs, and thus it is complicated anderror-prone Zhang and Liu propose in [4] the distributedline  (DLG) mechanism, a universaltechnique for designing DHTs based on arbitraryregular graphs while preserving the main features ofthe initial graphs However, two important propertiesof DLG, the expandability and fidelity, have notbeen studied with detailed explanations or analysisIn this paper, we study the above two properties ofDLG transformations, and prove that (i) the DLGtransformations are incrementally expandable, and(ii) the DLG transformations from Gi to Gi+1 keepfidelity."
38,ICWS7,A New QoS Prediction Approach Based on User Clustering and Regression Algorithms.,"QoS has become an important measure for web service selection In this paper, we present an approach which can provide the approximate QoS value for users, and support finding the optimal web service Firstly, it clusters the users based on location and network condition, then according to the QoS historical statistics of users in the same cluster, uses the linear regression algorithm to predict the QoS value based on invocation time and workload."
39,ICWS8,A Meta-model for Non-functional Property Descriptions of Web Services.,"Highlights ► Meta-analysis of 25 years of research on motivation and training transfer ► Based on expectancy theory, goal orientation theory, and social cognitive theory ► N = 31,718; k = 197; effect sizes = 376 ► Population correlation estimates ranged between −011 and 052 ► Estimates moderated by knowledge type, instruction, and transfer assessment Abstract This meta-analysis (148 studies, k = 197, N = 31,718) examined the relationship between motivation and transfer in professional training For this purpose, motivation was conceptualized in the following nine dimensions: motivation to learn, motivation to transfer, pre- and post-training self-efficacy, mastery orientation, performance orientation, avoidance orientation, expectancy, and instrumentality Population correlation estimates ranged between −011 and 052 Three moderator effects were estimated First, correlations were higher when the training focused on declarative and self-regulatory, rather than on procedural, knowledge Sec."
40,ICWS9,Providing Privacy for Web Services by Anonymous Group Identification.,"Results The most important factor in predicting success included survey items measuring the strength of organizational leadership in fostering a culture of quality improvement (QI Leadership): (1) presence of a supportive hospital executive; (2) the extent to which a hospital values data; (3) the presence of leaders’ vision for how the collaborative advances the hospital's strategic goals; (4) hospital use of the collaborative data to track quality outcomes; and (5) staff recognition of a strong mandate for collaborative participation ( α = 084, correlation with Success 068 [ P < 00001]) Conclusion The data emphasize the importance of hospital QI Leadership in collaboratives that aim to share data for QI or safety purposes Such metrics should prove useful in the planning and development of this complex form of inter-organizational collaboration Keywords Health information exchange Leadership Organizational capacities Quality improvement Safety culture 1 Introduction The promise of hea."
41,ICWS0,Using User Interface Design to Enhance Service Identification.,"Protein-protein interactions (PPIs) are critical to every aspect of biological processes Expansion of all PPIs from a set of given queries often results in a complex PPI network lacking spatiotemporal consideration Moreover, the reliability of available PPI resources, which consist of low- and high-throughput data, for network construction remains a significant challenge Even though a number of software tools are available to facilitate PPI network analysis, an integrated tool is crucial to alleviate the burden on querying across multiple web servers and software toolsWe have constructed an integrated web service, POINeT, to simplify the process of PPI searching, analysis, and visualization POINeT merges PPI and tissue-specific expression data from multiple resources The tissue-specific PPIs and the numbers of research papers supporting the PPIs can be filtered with user-adjustable threshold values and are dynamically updated in the viewer The network constructed in POINeT can be read."
42,ICWS1,Web Service Management Using System Dynamics.,"The soil environment is likely the most complex biological community Soil organisms are extremely diverse and contribute to a wide range of ecosystem services that are essential to the sustainable function of natural and managed ecosystems The soil organism community can have direct and indirect impacts on land productivity Direct impacts are those where specific organisms affect crop yield immediately Indirect effects include those provided by soil organisms participating in carbon and nutrient cycles, soil structure modification and food web interactions that generate ecosystem services that ultimately affect productivity Recognizing the great biological and functional diversity in the soil and the complexity of ecological interactions it becomes necessary to focus in this paper on soil biota that have a strong linkage to functions which underpin ‘soil based’ ecosystem services Selected organisms from different functional groups (ie microsymbionts, decomposers, elemental transformer."
43,ICWS2,Towards Adaptation of Service Interface Semantics.,"Interoperability promised by Web service makes it a most promising technology for the development of next generation distributed heterogeneous software systems Services should be compliant at signature, behavioral and semantic level to make the interoperation successful and correct Service adaptation provides an effective approach to bridge the incompatibility of services to make them interoperate as well as possible In this paper, we aim to contribute to the definition of a methodology to develop adaptors that are capable of making two incompatible services interoperate not only successfully but also correctly at semantic level To achieve this goal, we proposed service specifications for both atomic and composite services with semantic dependency between outputs and inputs specified; then we proposed adaptor specification consisting of three parts, which are message mapping, action mapping and treatment for non-mapping messages Based on service and adaptor specifications, an incremen."
44,ICWS3,Context-Aware Filtering and Visualization of Web Service Clusters.,"Results Out of a cohort of 16,504 patient EMRs, 192 patients were found classified with both hypertension and diabetes and under active ACE-inhibitor and/or ARB management Of these, 107 (56%) patients had an ACE-inhibitor/ARB MPR less than 80% together with a lapse in ACE-inhibitors/ARBs for greater than 30 days We find non-adherent patients (ie MPR <80% or lapse >30 days) are three times more likely to have poor BP than adherent patients (odds ratio = 3055; p = 0012) Conclusions We have developed a generic computational framework that can be used to formulate and query criteria around issues of adherence to long-term medication based on practice EMRs Within the context of the example we have used, the observed adherence levels indicate that a substantial proportion of patients classified with hypertension and diabetes have poor adherence, associated with poorer rates of blood pressure control, that can be detected through analysis of electronic prescribing Further work is required to."
45,ICWS4,Modeling, Quantifying, and Testing Complex Aggregate Service Chains.,"Research highlights ► Sugar beet pectin-based microcapsules showed low oxidative protection ► Lipid oxidation was independent of oil composition for microcapsules stored at 25 °C ► Lipophilic antioxidants does not necessarily translate into improved oil stability ► Surface active lipid components and droplet charge contributed to oxidative stability ► Olive oil-fish oil blends had superior oxidative stability (80 °C, 05 bar O 2 ) Abstract Spray-dried microcapsules were prepared at 25% and 50% w/w oil load from sugar beet pectin-stabilised emulsions (pH 3) containing fish oil, and a blend of fish oil and with extra virgin olive oil (1:1 w/w) Microencapsulation efficiencies were high (≥90%) However, deterioration in microcapsule wall integrity and an increase in oil droplet size were observed during storage (25 °C, 0–3 months) Lipid oxidation increased with both increased oil load ( P < 005) and storage duration ( P < 005), but was independent of oil composition ( P > 005) These results."
